ciudad,codigo,indicador,indicator_code
El Salvador,SLV,Gasto de consumo final (US$ a precios constantes de 2015),"NE.CON.TOTL.KD,,,,,,7855667535.87655,8518378443.49924,8947479345.76458,9037286233.81102,9307033731.35814,9869450769.78179,10060812955.2363,10646164956.6116,11453008013.7933,11576664285.7568,11718916799.8488,13101451994.211,14635525178.825,14965132115.2172,13648251949.1748,12170380912.6654,11059839817.5798,10186162494.0008,10323710970.8115,10635627946.9742,10917742336.7573,10920168710.4322,11018801199.2599,11197437773.5397,11343085341.3778,13039937733.9678,13159811180.7733,14083605510.9969,14844461072.2752,15730059252.8531,16740084991.1421,17083177873.6947,17363278810.2198,17295876301.5378,17733773363.0526,18136497268.3937,18489767489.0706,18669811955.2535,18836337632.9765,19169906168.7604,19916529534.2927,20815815268.492,22081348465.3959,22182317765.5255,20923090094.4144,21169792006.043,21803957058.531,22459780173.5914,23216197610.5676,23149017891.8709,23806450000,24158315071.9564,24498605634.9669,24841211099.7666,25211595386.0366,23859692741.1513,26112092182.0303,26582017245.2353,27480199139.4399,"
El Salvador,SLV,Gasto de consumo final de los hogares," PPA ( $ a precios internacionales constantes de 2017),NE.CON.PRVT.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25292251783.818,25445060696.048,27346971841.8953,28943085884.0669,30724506057.0658,32639423582.4724,33159991710.6066,33601491162.5955,33352248333.5424,34206099049.4193,34977277679.092,35443170312.9665,35710014405.7247,35990398102.2278,36559603972.5433,38038201685.2897,39720309461.961,42540407884.7593,42374952909.6479,39601936125.6016,39966563493.1538,40594494796.0462,41898905351.8018,43357338299.5852,43296277827.212,44583872991.3037,45462083247.0546,46218447945.206,46837968343.2403,47629821647.0068,43758655684.5483,47937992653.9762,49145885800.1748,50822339527.2866,"
El Salvador,SLV,Gasto de consumo final de los hogares (UMN a precios constantes),"NE.CON.PRVT.KN,,,,,,6918386493.5,7505376737.6,7856942651.1,7905205849.5,8024029019.1,8504261759.1,8766357433.8,9148299201.2,9795405948.8,9983025318.3,10042402046,11155629486,12560199619,12712362840,11429473626,10153146403,9051172993.5,8218986621.4,8323098200.3,8560286570.4,8738520788.6,8678121942.2,8718517615.6,8837199747.9,9005591113.7,11436018981,11505112300,12365071000,13086762000,13892240100,14758079700,14993457200,15193083400,15080387000,15466459900,15815152200,16025807900,16146462800,16273239700,16530609000,17199164400,17959737900,19234859600,19160048300,17906214800,18071082900,18355005200,18944801000,19604238800,19576630000,20158822636,20555909824.5951,20897903930.8752,21178023197.8979,21536063655.8786,19785696476.0927,21675404728.2046,22221559695.5446,22979576688.5703,"
El Salvador,SLV,Gasto de consumo final de los hogares (UMN a precios actuales),"NE.CON.PRVT.CN,,,,,,689720000,742000000,772160000,815880000,829520000,858120000,904080000,937640000,1071200100,1248000000,1353840000,1621240000,1902160100,2208080100,2387200000,2566839900,2641000000,2606949700,2718688200,2884884700,3086912300,2902126400,3206130100,3391746400,3625923200,4284142505.4,4604729400,5101060300,5782446500,6579652700,7631606700,8313008100,8744363600,8926617600,9296460900,9934781900,10360492200,10614180400,11145162900,11811369800,12726000000,13946530000,15539000000,16602150000,15491620000,16097790000,17802520000,18614400000,19280830000,19576630000,19939740000,20228380000,20841390000,21671130000,21976230000,20060930000,23693520000,26763190000,27681780000,"
El Salvador,SLV,Gasto de consumo final del gobierno general (% del crecimiento anual),"NE.CON.GOVT.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7552711453549,3.10199220120924,1.52732675856777,4.1995264801261,8.16358642904247,6.02977953559234,4.08545977690282,2.39104167745789,2.33649953292503,2.37917501215526,5.91529528510122,2.32317045739651,1.53050707890796,2.92477216082708,3.44330526614871,5.09138381201043,-0.124223602484477,5.8457711442786,-0.235017626321977,2.59128386336866,10.9070034443169,1.86335403726707,2.74390243902438,-1.08803165182987,2.06,-0.979815794630611,0.0989511181476388,1.65085013839463,0.457065058834957,8.73184898354309,9.00106837606837,-1.20068610634648,3.22420634920636,"
El Salvador,SLV,Consumo de sal iodada (% de hogares),"SN.ITK.SALT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
El Salvador,SLV,Tasa de crecimiento promedio anualizada en el consumo medio o ingresos reales per cápita según encuestas," 40 % más pobre de la población (%),SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,,"
El Salvador,SLV,Ahorro ajustado: consumo de capital fijo (% del INB),"NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,4.8750294639531,4.96741062734558,4.79683094306785,4.49725394150946,4.56683561636734,4.51729940414968,4.01796959785372,3.77474642825971,4.20553084200243,4.15174745170535,4.24037507910687,4.26274630511089,4.1955636188399,4.17037538963124,4.14036153131268,4.10949249814194,3.96502318172754,3.86773865975447,3.95394430561172,3.94928213410305,4.84199705239654,4.58002953827392,4.6287217078226,4.23186778631434,4.33064793348528,4.12942388746946,4.43074215380595,4.35032162280367,4.62169879338079,5.16097618683094,5.43585772252788,6.04705577346429,6.21754718128749,6.50834223339328,7.06562437392654,6.88785085124442,7.10911167246653,7.63552823037065,8.40398733178991,9.15679949659839,8.58780110980174,7.63919016485933,8.79828416821946,9.80939389932823,9.93768815579967,10.3925815694553,10.6443666494408,11.3669811734981,12.4810602217561,12.4820317231228,13.1511432850156,13.8157399543082,,,"
El Salvador,SLV,Tasa de crecimiento promedio anualizada en el consumo medio o ingresos reales per cápita según encuestas," población total (%),SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,,"
El Salvador,SLV,Consumo de alcohol total per cápita (litros de alcohol puro," estimaciones previstas, mayores de 15 años),SH.ALC.PCAP.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,3.14,3.23,3.24,3.18,3.09,3.08,3.05,2.98,2.81,2.71,2.68,2.69,2.74,2.78,2.89,3.01,3.15,3.28,3.28,3.15,,,,"
El Salvador,SLV,Gasto de consumo final (UMN a precios constantes),"NE.CON.TOTL.KN,,,,,,7866598782,8530231859,8959929859.8,9049861715.1,9319984569.2,9883184217,10074812685,10660979210,11468944998,11592773339,11735223799,13119682806,14655890670,14985956258,13667243639,12187316129,11075229704,10200336649,10338076526,10650427538,10932934493,10935364243,11034133980,11213019129,11358869367,13058082948,13178123200,14103203000,14865117300,15751947800,16763379000,17106949300,17387440000,17319943700,17758450100,18161734400,18515496200,18695791200,18862548600,19196581300,19944243600,20844780700,22112074900,22213184700,20952204800,21199250000,21834297500,22491033200,23248503200,23181230000,23839576932,24191931628,24532695709,24875777913,25246677593,23892893761,26148427440,26619006409,27518438133,"
El Salvador,SLV,Gasto de consumo final (US$ a precios actuales),"NE.CON.TOTL.CD,,,,,,765760000,823000000,861480000,910960000,939160000,979600000,1024680000,1072480000,1222280100,1429120000,1564720000,1901120000,2232480100,2602120100,2843120000,3066799900,3185080000,3143281700,3273723700,3472079500,3675609300,3436989500,3750191400,3925188100,4159077000,4760153272.4,5139227900,5672508200,6401371500,7291197400,8503287400,9360561900,9856813100,10220106100,10708274400,11476927200,12056299700,12389154600,12973837700,13701355500,14782960000,16240010000,17979200000,19248150000,18325780000,18996250000,20998410000,21984310000,22866650000,23181230000,23806450000,24175560000,24871310000,25863000000,26285820000,24969620000,29312430000,32505810000,33808560000,"
El Salvador,SLV,Gasto de consumo final de los hogares por crecimiento per cápita (% anual),"NE.CON.PRVT.PC.KD.ZG,,,,,,,5.5973871224536,1.93259321055822,-1.97585011026689,-1.01817935246602,3.40398999339395,0.60997515401229,1.88134231163353,4.52701956976229,-0.47412644403633,-1.69266646867401,8.68225173722917,10.215215616436,-0.88011312911938,-11.8463936640563,-12.6633153307477,-11.6409111279767,-10.1957081116549,-0.671859879198891,0.859551834680033,0.103200885059891,-2.56977635462594,-1.44603618622996,-0.662651107012636,-0.0353479582420988,24.7082429923881,-1.1254930441672,5.71045072254879,4.35581068882004,4.99787710840465,5.21318333610286,0.737144652090009,0.542330400724154,-1.45764167825159,1.88888877882829,1.66021499482039,0.830868227067526,0.364366860020098,0.524728974331396,1.43334211449036,4.00709244582784,4.4806598855528,6.92809834692527,-0.782383467672531,-6.89825005104896,0.543625799082363,1.18528588270964,2.81222920946117,3.07343163925593,-0.524923917132824,2.61794884341889,1.65258733024767,1.40182284464274,1.18399154390787,1.6278778222528,-8.31031106461354,9.17896574693766,2.16010950723322,9.40954010642396,"
El Salvador,SLV,Gasto de consumo final de los hogares (US$ a precios constantes de 2015),"NE.CON.PRVT.KD,,,,,,6843198652.56151,7423809587.10034,7771554742.39198,7819293424.60777,7936825244.32668,8411838897.05792,8671086160.79989,9048877050.4075,9688951152.56994,9874531506.85676,9933262938.43721,11034392013.0502,12423697518.1133,12574207055.2568,11305260061.781,10042803744.7095,8952806393.71818,8129664080.75472,8232644192.82477,8467254840.29243,8643552039.49813,8583809597.42886,8623766257.56051,8741158572.74868,8907719889.99052,11311734282.9825,11380076707.6108,12230689523.5655,12944537309.2314,13741261611.0272,14597691414.3667,14830510871.9608,15027967568.5677,14916495933.7648,15298373059.53,15643275831.2616,15851642161.1492,15970985804.3354,16096384914.6729,16350957169.1466,17012246823.4239,17764554540.7311,19025818436.2203,18951820172.6313,17711613120.6261,17874689462.318,18155526143.3299,18738912143.4671,19391183286.2614,19363874533.977,19939740000,20332511712.956,20670789085.7912,20947864064.5377,21302013400.0681,19570668911.3709,21439840137.4561,21980059586.0373,24156640698.1484,"
El Salvador,SLV,Gasto de consumo final del gobierno general (% del PIB),"NE.CON.GOVT.ZS,,,,,,8.66335505628219,8.7141750580945,9.14976439254251,9.41609794247168,10.4478749761769,10.7227341736398,10.1676053013186,10.6700851454436,10.4747906151201,10.8723317405816,11.1924924531085,12.020890441833,11.2291099104884,12.5973477921713,13.1630311800023,13.9889650132896,15.8291623513812,15.778233696972,15.8294479515124,16.0361979957088,15.4905211036635,14.1810965517812,13.745705014328,12.7316725061338,12.1941341726699,9.88078042398401,10.1763833980054,9.82984086436313,9.26497093859631,9.26564813011044,9.77007249908487,10.9275816752271,10.883207860637,11.8270781858379,12.5114219469937,13.0857417139691,13.8066587499504,14.0156943156484,13.8076841187215,13.7705773417978,13.9948292284665,14.3343485486463,14.3442032712684,14.7107143035844,16.1016997299112,15.7115815766764,15.7558896813119,15.7574411476586,16.3058820533528,15.9541672881589,16.497441787438,16.3164393340948,16.1331092000982,16.1096582163919,16.0320209633966,19.6968523573714,19.3467717333594,17.9519033465337,18.0116664050222,"
El Salvador,SLV,Gasto de consumo final del gobierno general (UMN a precios actuales),"NE.CON.GOVT.CN,,,,,,76040000,81000000,89320000,95080000,109640000,121480000,120600000,134840000,151080000,181120000,210880000,279880000,330320000,394040000,455920000,499960000,544080000,536332000,555035500,587194800,588696900,534863200,544061300,533441800,533153800,476010767.01,534498500,571447900,618925000,711544700,871680700,1047553800,1112449500,1293488500,1411813500,1542145200,1695807500,1774974200,1828674800,1889985700,2056960000,2293480000,2440200000,2646000000,2834160000,2898460000,3195890000,3369910000,3585820000,3604600000,3866710000,3947180000,4029920000,4191870000,4309590000,4908690000,5618910000,5742620000,6126780000,"
El Salvador,SLV,Consumo de energía eléctrica (kWh per cápita),"EG.USE.ELEC.KH.PC,,,,,,,,,,,,172.329632336482,184.828818762179,207.420940364809,219.876813764088,213.895820470762,244.306905149884,264.289300230061,286.896051601717,294.831471218065,278.554497324457,266.202230603233,263.048967978462,282.74850309616,291.496478935825,299.994443028431,302.970072350702,319.111146195137,326.277840957443,325.186284879502,345.991814321825,362.749424563318,375.526412384555,426.745790746809,462.670370371671,494.937976182088,506.629130916279,546.670870247309,562.099124175479,580.872040692441,607.705116840162,620.230640963445,661.756449338951,689.912755405022,688.740492953954,757.22732239152,823.109235063559,891.112386544898,864.685958485516,855.333967692345,866.858116915935,891.101353369346,927.078733037843,971.443222869995,949.991996168468,,,,,,,,,,"
El Salvador,SLV,Consumo de energía renovable (% del consumo total de energía final),"EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1,64.7,61.7,59.3,57.2,54.7,56.9,53,51.7,51,33.5,33.1,34,33.9,33.3,34.1,34.8,28.2,31.5,32.2,32.6,29.5,30.3,27.5,24,21,20.7,25,23.2,19.4,23.7,21.9,,,"
El Salvador,SLV,Consumo medio o ingresos per cápita según encuestas," 40 % más pobre de la población (USD por día según la PPA de 2017),SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,,,,,5.45,,"
El Salvador,SLV,Ahorro ajustado: consumo de capital fijo (US$ actuales),"NY.ADJ.DKAP.CD,,,,,,,,,,,54762180.974478,58390918.4423219,60010273.830156,64141634.6153845,74490569.105691,83289970.9310113,92937248.0041652,109994604.795663,129348671.0013,142122614.61503,147995870.620581,142256378.219653,137614486.697949,140776797.246917,146067317.619796,151379513.553953,144920348.309839,148337404.403108,160897092.517007,167880334.384029,227079116.081497,234019925.199492,264103256.443036,277938039.493939,328582888.401593,364465310.209094,419367875.084544,437573006.77706,497926109.60125,567815606.222041,626853746.57906,726664629.996396,767294459.44625,834421033.408192,937393623.029704,978605185.392253,1106346262.18243,1264099876.17901,1478920244.26866,1560835993.39192,1538050274.14227,1502287997.54648,1805019906.98681,2060047270.25256,2142369793.93374,2322366808.57859,2442355249.89751,2681649320.43261,3064195140.4988,3187915894.89825,3057380421.12907,3745822889.7397,,,"
El Salvador,SLV,Consumo de energía procedente de combustibles fósiles (% del total),"EG.USE.COMM.FO.ZS,,,,,,,,,,,,28.3742510749076,30.9016502848356,32.7400632352206,31.2084849017817,30.9592664401872,27.1828414968056,27.0569153751495,26.5706327981051,26.1258501383413,24.0776131680054,21.0911617383547,19.9698384553646,20.7879730238401,20.8465202495917,23.4810097159593,27.2482214427209,29.2417787548967,30.7032121704483,31.9771217651508,31.4362029415351,36.7077056159674,38.140895436839,41.6350876957689,44.5115797284788,46.7414746845618,43.1257774428567,47.6536545902572,49.2226100643387,46.5284940206557,44.9385009585003,44.1963832880973,44.2087006909016,45.0238153450508,44.5340867670631,44.0880532026738,44.2910509633857,47.8281169198286,44.6157239377346,47.2286276001126,46.4562297444894,47.381766794729,48.4643046993673,47.8968435229118,48.4295873408768,,,,,,,,,,"
El Salvador,SLV,Consumo de fertilizantes (% de producción de fertilizantes),"AG.CON.FERT.PT.ZS,,,,,1735.2,867.8,664.4375,910.42,766.666666666667,568.421052631579,649.87,878.260869565217,1657.89473684211,998.181818181818,1146.51162790698,1219.48051948052,1227.28473639966,623.698362980911,392.642140468227,439.411764705882,,,,,,,,2172.76785714286,1240.01275510204,1395.34717251253,663.143895735438,833.813878429263,453.944898577051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
